Tribunal Superior de Justicia y del Consejo de la Judicatura del Estado de México.¬Delgado Carbajal¬Baruch F.¬Magistrado Presidente¬&
Tribunal Superior de Justicia y Consejo de la Judicatura del Estado de Chiapas¬Ramos Rovelo¬Oscar Rolando¬Magistrado Presidente¬&
Tribunal Superior de Justicia del Estado de Hidalgo y del Consejo de la Judicatura¬Echavarría Almanza¬Valentín¬Magistrado Presidente¬&
Suprema Corte de Justicia de la Nación¬Pardo Rebolledo¬Jorge Mario¬Ministro¬&
Consejo de la Judicatura Federal y Titular de la Unidad de Implementación de las reformas penal, juicio de amparo y derechos humanos en el Poder Judicial de la Federación.¬Vázquez Marín¬Oscar¬Magistrado¬&
Tribunal Electoral del Poder Judicial de la Federación¬Luna Ramos¬José Alejandro¬Magistrado Presidente¬&
Tribunal Electoral del Poder Judicial de la Federación¬Penagos López¬Pedro Esteban¬Magistrado¬&
Tribunal Superior de Justicia del Estado de Sonora.¬Sotomayor Tovar¬Juan Sebastian¬Magistrado Presidente¬&
Tribunal Federal de Justicia Fiscal y Administrativa¬Jiménez Illescas¬Juan Manuel¬Magistrado Presidente¬&
Tribunal Federal de Justicia Fiscal y Administrativa Sala Superior¬Cuevas Godínez¬Francisco¬Magistrado¬&
Tribunal de lo Contencioso Administrativo en el Estado de Tabasco.¬Wade Trujillo¬Irma¬Magistrada¬&
Tribunal de lo Contencioso Administrativo del Estado de Michoacán.¬Flores Navarro¬Sergio¬Magistrado Presidente¬&
Tribunal Electoral del Poder Judicial de Estado de Jalisco¬Rosa Hernández¬Gonzalo Julián¬Magistrado¬&
Junta Federal de Conciliación y Arbitraje¬Andrade Salaverría¬Eduardo¬Presidente¬&
Junta Local de Conciliación y Arbitraje del Estado de Campeche.¬Moo Vera¬Iliana¬Presidenta¬&
Junta de Conciliación y Arbitraje del Estado de Hidalgo¬Navarrete Salazar¬Andrés Ernesto¬Presidente¬&
Tribunal Superior Agrario¬Martínez Guerrero¬Marco Vinicio¬Magistrado Presidente¬&
Tribunal Superior Agrario¬Porte-Petit Moreno¬Luis Octavio¬Magistrado¬&
Tribunal de Conciliación y Arbitraje del Estado de Zacatecas¬Cruz Landeros¬Héctor¬Presidente¬&
Tribunal Estatal de Conciliación y Arbitraje del Estado de Morelos y Presidenta de la Asociación de Tribunales Estatales de Conciliación y Arbitraje.¬Valencia Reyes¬María Reyna¬Presidenta¬&
Poder Judicial de la federación y Presidente de la Asociación Nacional de Magistrados de Circuito y Jueces de Distrito del Poder Judicial de la Federación A.C.¬Camero Ocampo¬Jorge Arturo¬Magistrado¬&
Poder Judicial de la Federación y Asociación Nacional de Magistrados de Circuito y Jueces de Distrito del Poder Judicial de la Federación¬Cárdenas Ramírez¬Francisco Javier¬Magistrado¬&
Suprema Corte de Justicia de la Nación¬Aguirre Anguiano¬Sergio Salvador¬Ministro¬&
Suprema Corte de Justicia de la Nación.¬Aguilar Morales¬Luis María¬Ministro¬&
Suprema Corte de Justicia de la Nación.¬González Salas¬José Fernando Franco¬Ministro¬&
Suprema Corte de Justicia de la Nación¬Cossío Díaz¬José Ramón¬Ministro¬&
Suprema Corte de Justicia de la Nación¬Luna Ramos¬Margarita Beatriz¬Ministra¬&
Suprema Corte de Justicia de la Nación¬Sánchez Cordero de García Villegas¬Olga del Cármen¬Ministra¬&
Suprema Corte de Justicia de la Nación¬Silva Meza¬Juan N.¬Ministro Presidente¬&
Suprema Corte de Justicia de la Nación¬Valls Hernández¬Sergio Armando¬Ministro¬&
Consejo de la Judicatura Federal¬Cabeza de Vaca Hernández¬Daniel Francisco¬Consejero¬&
Consejo de la Judicatura Federal¬Esquinca Muñoa¬César¬Consejero¬&
Consejo de la Judicatura Federal¬Moreno Collado¬Jorge Efraín¬Consejero¬&
Consejo de la Judicatura Federal¬Cruz Razo¬Juan Carlos¬Consejero¬&
Consejo de la Judicatura Federal¬Jauregui Robles¬César Alejandro¬Consejero¬&
Sala Superior del Tribunal Electoral del Poder Judicial de la Federación¬Carrasco Daza¬Constancio¬Magistrado¬&
Sala Superior del Tribunal Electoral del Poder Judicial de la Federación¬González Oropeza¬Manuel¬Magistrado¬&
Sala Superior del Tribunal Electoral del Poder Judicial de la Federación¬Galván Rivera¬Flavio¬Magistrado¬&
Sala Superior del Tribunal Electoral del Poder Judicial de la Federación¬Alanís Figueroa¬María del Carmen¬Magistrada¬&
Sala Superior del Tribunal Electoral del Poder Judicial de la Federación¬Nava Gomar¬Salvador Olimpo¬Magistrado¬&
Sala Regional Guadalajara del Tribunal Electoral del Poder Judicial de la Federación¬Corzo Corral¬Noé¬Magistrado presidente¬&
Sala Regional Guadalajara del Tribunal Electoral del Poder judicial de la Federación¬Silva Rodríguez¬Jacinto¬Magistrado¬&
Sala Regional de Monterrey del Tribunal Electoral del Poder Judicial de la Federación¬Galindo Centeno¬Beatriz Eugenia¬Magistrada Presidenta¬&
Sala Regional Monterrey del Tribunal Electoral del Poder Judicial de la Federación¬Becerra Rojasvértiz¬Rubén Enrique¬Magistrado¬&
Tribunal Electoral del Poder Judicial de la Federación. (Sala Regional Monterrey)¬Reyes Escalera¬Georgina¬Magistrada¬&
Tribunal Electoral del Poder Judicial de la Federacion de la sala Regional de Xalapa. (Tercera circunscripción)¬Muñoz Tagle¬Judith Yolanda¬Magistrada Presidenta¬&
Tribunal Electoral del Poder Judicial de la Federación. (Sala regional Xalapa)¬García Álvarez¬Yolli¬Magistrada¬&
Sala Regional del Distrito Federal del Tribunal Electoral del Poder Judicial de la Federación¬Arana Miraval¬Eduardo¬Magistrado¬&
Sala Regional Distrito Federal del Tribunal Electoral del Poder Judicial de la Federación¬Martínez Espinosa¬Roberto¬Magistrado Presidente¬&
Sala Regional del Distrito Federal del Tribunal Electoral del Poder Judicial de la Federación¬Zarazúa Martínez¬Ángel¬Magistrado¬&
Tribunal Electoral del Poder Judicial de La Federación. (Sala regional Toluca)¬Morales Paulin¬Carlos Axel¬Magistrado Presidente¬&
Sala Regional Toluca del Tribunal Electoral del poder Judicial de la Federación¬Favela Herrera¬Adriana Margarita¬Magistrada¬&
Supremo Tribunal de Justicia y del Consejo de la Judicatura del Estado de Aguascalientes¬González de Luna¬Fernando¬Magistrado Presidente¬&
Tribunal Superior de Justicia y del Consejo de la Judicatura del Estado de Baja California¬Rentería Ibarra¬María Esther¬Magistrada Presidenta¬&
H. Tribunal Superior de Justicia del Estado de Baja California Sur¬Gallo Rodríguez¬Daniel¬Magistrado Presidente¬&
Supremo Tribunal de Justicia del Estado de Chihuahua¬Ramírez Benítez¬Javier¬Magistrado Presidente¬&
Tribunal Superior de Justicia y del Consejo de la Judicatura del Estado de de Coahuila¬Pérez Mata¬Gregorio Alberto¬Magistrado Presidente¬&
